"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","45942017","79156","Dr. Bradley Frami","Stiedemann","71373","682 Feeney Tunnel","(875) 618-7119 x6852","5","1948-03-25","7226","2024-05-31","5785","6272","","4577","7194","","4712","3471","","9683","1337","","8769","4709","","5154","5091","","3220","8998","","474","536","","2368","5721","","8309","9570","","8677","3809","","2859","3166","","9455","6054","","1619","2298","","516","8731","","5749","119","","8060","1542","","6430","6055","","2358","9886","","9351","8146","","","","2024-08-27","","00","0","","1","false"
"01517","22799653","65727","Darrin Hilpert","Hilll","03043","495 Watsica Bypass","(743) 768-5407 x79697","8","1981-12-18","9987","2024-01-20","745","2144","","971","7899","","8355","9213","","52","7345","","4278","4989","","5304","2983","","9996","1519","","8397","7660","","4512","6628","","4732","7670","","9593","2819","","349","4366","","1777","7957","","6388","810","","3869","2342","","7435","9161","","750","5108","","1618","4513","","9390","5223","","3615","4370","","","","2024-08-27","","00","0","","1","false"
"01517","54522356","16525","Nathaniel Gleichner","Schmidt","25764","495 Domingo Trace","854-502-9785 x71666","1","1977-08-08","9147","2024-06-10","9366","2700","","6236","9026","","4191","2976","","7355","7736","","7670","3008","","696","4550","","2849","8576","","7301","3698","","7637","6185","","5875","6689","","3925","984","","8914","5860","","7537","2651","","9367","5103","","7368","6284","","1113","5360","","7800","5724","","8265","8806","","5759","1487","","1840","6633","","","","2024-08-27","","00","0","","1","false"
"01517","50730122","12370","Willard Bosco","Terry","94690-6546","253 Abe Hills","1-530-546-1571 x00152","6","1959-02-23","8203","2024-05-11","4258","6775","","6643","1778","","4760","2666","","9665","9841","","2021","870","","2834","243","","6234","3820","","3624","5178","","3149","4293","","5531","4738","","8221","6527","","2502","2511","","2648","3768","","5312","241","","5093","8725","","5857","913","","4","7344","","2580","9381","","905","7064","","3505","4381","","","","2024-08-28","","00","0","","1","false"
"01517","53415636","22626","Whitney Klocko","McCullough","82140","266 Bernier Grove","(794) 580-9657","5","1971-05-02","6865","2023-12-01","1582","9507","","3674","2174","","3974","2940","","2757","7794","","6116","4316","","2900","4972","","3133","7734","","9461","2828","","8545","9137","","4223","5239","","8380","7022","","6441","1367","","2195","909","","2638","1870","","7314","7698","","4966","9672","","4618","9196","","3751","6309","","1203","8881","","7775","9328","","","","2024-08-27","","00","0","","1","false"
"01517","23356493","95351","Vincent Considine","Pacocha","04303","63385 Long Lane","1-322-927-9580","3","1949-08-09","2285","2023-11-07","1551","1778","","3572","7591","","1902","1002","","8644","1677","","5804","9770","","2096","9896","","2774","8472","","1197","3393","","6863","3590","","1982","7676","","8514","8390","","790","8382","","6718","8115","","7767","2554","","4050","8658","","669","884","","8814","1369","","6138","8448","","5368","3536","","80","1702","","","","2024-08-28","","00","0","","1","false"
"01517","54479452","38072","Jim Kessler-Lowe","Dicki-Abshire","27760-9947","6594 Vito Forges","1-682-281-5077 x658","4","1963-12-16","6337","2024-07-14","6777","6031","","1225","9525","","8596","7658","","2896","8870","","2053","7254","","6004","3292","","655","7731","","4014","1774","","2390","3496","","1635","6693","","1348","6557","","8007","186","","8425","5910","","2939","4475","","3927","9862","","9663","8329","","5724","7422","","4519","5307","","5696","4136","","6734","214","","","","2024-08-27","","00","0","","1","false"
"01517","12507811","37384","Melba Gibson","Reichert-Borer","30464","4690 Roberto Fords","939-620-3157 x4363","9","1950-05-05","4606","2024-03-28","2520","4598","","7745","5818","","6500","7468","","481","9358","","8402","4624","","9485","677","","4144","792","","375","9033","","5399","4216","","9986","2240","","2828","7933","","7657","5901","","7192","7505","","5097","9032","","378","1644","","3937","2946","","6187","1448","","9474","6054","","4608","4591","","7051","7672","","","","2024-08-27","","00","0","","1","false"
"01517","30177811","30286","Sheila Ledner","Conn","91786-5622","4246 N Walnut Street","1-623-402-2922 x262","7","1993-10-16","2222","2023-11-13","8306","3287","","6428","7720","","5471","3486","","8222","9600","","4920","4232","","6231","164","","6537","3854","","8789","328","","5699","3957","","4263","3360","","5599","416","","7961","142","","8937","2985","","7499","122","","1579","7059","","9126","2104","","8039","1354","","847","3257","","8891","871","","9531","4227","","","","2024-08-27","","00","0","","1","false"
"01517","61246952","50097","Walter Von","Hintz","89103","166 Runte Flat","1-412-577-4680 x654","9","1946-02-27","2203","2024-06-21","859","6631","","9604","6337","","643","4058","","4021","1789","","3774","7136","","4596","7398","","7829","5798","","6202","9007","","5802","5479","","957","8122","","4014","1944","","5173","9120","","142","8351","","7397","8579","","5400","2524","","9709","865","","7510","8650","","5228","482","","5473","6836","","7950","1718","","","","2024-08-27","","00","0","","1","false"
"01517","80133980","49330","Eula Hammes III","Cruickshank","45069","31579 Church Street","1-902-456-2529","8","1976-10-12","9031","2024-08-22","6224","5017","","8054","3981","","8985","3430","","6650","7409","","3288","6696","","2018","7214","","2126","2818","","326","9697","","7353","199","","1145","6874","","9632","9967","","3293","3834","","3894","202","","3965","7427","","5413","8262","","7014","6987","","6717","6736","","5313","2686","","9743","2500","","9911","7426","","","","2024-08-27","","00","0","","1","false"
"01517","99843143","73056","Dr. Josh Kilback","Murphy","90281","8514 Alexzander Burg","560.620.4834 x386","4","2004-10-10","6151","2024-01-12","7475","4079","","120","8826","","2630","5873","","4892","2230","","9797","2757","","5214","3780","","1180","8195","","3200","439","","6298","7565","","4424","9198","","6002","4729","","301","7265","","993","2497","","3183","4573","","201","1188","","6499","8628","","7206","6876","","5564","842","","2142","829","","6564","3228","","","","2024-08-27","","00","0","","1","false"
"01517","79373981","10708","Darrin Pouros","Lang","26630-2314","5796 Zieme Isle","1-889-288-2923 x98141","4","1977-01-19","7672","2023-10-30","9359","7665","","2235","7195","","7245","7890","","8381","3644","","9842","5282","","364","9103","","1890","2409","","8066","1347","","222","4958","","2726","9540","","4432","9360","","2196","2925","","2048","4085","","8536","3088","","1715","5665","","3996","7883","","6623","9871","","7129","7215","","9618","8891","","7784","335","","","","2024-08-27","","00","0","","1","false"
"01517","93764211","75165","Shelia Wiza","Armstrong","98257-6804","9254 Hailee Rapid","(280) 431-6818 x103","7","1951-08-03","2003","2024-05-31","1073","4317","","9621","8968","","2422","541","","4206","3012","","9843","457","","6310","7004","","7503","9296","","9664","6565","","4734","2324","","747","8728","","1322","7652","","8771","3717","","9597","5655","","5285","1288","","9635","5917","","254","6635","","2943","770","","3592","72","","3432","6579","","4969","3786","","","","2024-08-27","","00","0","","1","false"
"01517","37274660","14424","Helen Lakin","Lang","77794-2337","1045 Langosh Harbor","490-621-4267 x64978","9","1999-07-17","9457","2024-03-13","4908","1681","","5182","2687","","4169","1788","","9957","720","","7092","3789","","4430","9897","","624","9451","","9740","9346","","9084","9172","","1904","7304","","5978","3427","","9114","233","","7002","5353","","8513","6810","","8848","3012","","1697","4450","","902","1757","","7014","3943","","7190","6237","","9844","4119","","","","2024-08-28","","00","0","","1","false"
"01517","20757637","38135","Krystal Moen","Johns","12893-6347","9670 Wisozk Park","(300) 946-0515 x01688","1","1946-07-12","2472","2024-01-23","2329","7948","","405","4950","","500","4943","","7947","7021","","2603","3112","","6874","8386","","7505","8260","","469","6398","","1576","6343","","5000","5704","","7356","942","","8058","8785","","822","427","","4720","3641","","9157","2163","","5976","1043","","4672","6093","","4777","8926","","3985","6050","","5219","8130","","","","2024-08-27","","00","0","","1","false"
"01517","78352049","60391","Marco King MD","Kuphal","89542-0843","76517 Airport Road","(690) 274-5681","3","1992-09-30","7369","2023-09-11","9461","2826","","7764","2478","","2198","8482","","6775","6869","","6767","8995","","9686","9066","","4967","9879","","3151","878","","3099","8306","","3811","8209","","7951","22","","1231","6908","","923","6570","","9188","3814","","8869","8160","","2901","5023","","6570","8002","","169","3625","","4687","9955","","2463","7610","","","","2024-08-28","","00","0","","1","false"
"01517","73893090","66191","Eva Hills","Huels","70310-6286","9460 E Water Street","584-416-0469 x261","2","1963-07-09","1116","2024-05-01","3352","7966","","9043","3432","","600","7002","","7154","3777","","430","6822","","4041","6087","","1100","756","","1967","4145","","7371","6214","","9658","753","","6322","8395","","8234","1017","","3604","4087","","4936","2252","","5365","6392","","7270","843","","93","5949","","6379","2520","","2036","1938","","3696","6537","","","","2024-08-27","","00","0","","1","false"
"01517","34076025","71332","Josephine Ferry","Turcotte","02473","956 Lucius Stravenue","1-629-442-5894","9","1954-02-25","6548","2023-09-30","3687","2433","","3042","8021","","2333","3465","","7185","4317","","6993","862","","3918","5848","","3236","566","","5489","1842","","9910","3329","","4850","1019","","9392","6979","","103","4401","","6523","568","","4259","583","","3347","2340","","7900","3012","","9005","6150","","3183","3499","","8645","3748","","6773","7392","","","","2024-08-27","","00","0","","1","false"
"01517","12956274","96408","Katie Schiller","Berge","17095-4446","32971 Rolfson Points","361.940.2673 x6028","1","1971-02-23","6935","2023-11-06","184","5412","","1941","572","","7338","2369","","4462","467","","1243","5607","","5033","5400","","1860","2016","","7321","2582","","1326","9891","","4374","2957","","6823","309","","5430","4093","","9819","6127","","4591","7319","","5640","7696","","6635","8103","","3102","2404","","7757","1412","","5707","4736","","6140","1969","","","","2024-08-27","","00","0","","1","false"
"01517","49145082","94047","Barry Bartell","Smith","20568-7476","2878 River Street","638.659.9969 x81008","10","1971-04-04","4064","2024-01-26","8928","415","","8078","5156","","538","9903","","5441","3655","","5442","307","","6815","3427","","8569","4564","","9706","6629","","5106","3866","","1355","2030","","5702","3073","","1437","9200","","5769","5694","","1649","1057","","7982","5841","","1847","4402","","6958","4722","","3773","3029","","2189","1884","","9669","5298","","","","2024-08-27","","00","0","","1","false"
"01517","32983802","47382","Stacey Orn","Mayer","03566-4926","712 Goldner Fork","(718) 905-1335 x2983","1","1964-11-10","2868","2023-10-28","2451","3473","","4445","6873","","3816","3772","","6519","8265","","2518","1243","","7382","2815","","2468","3947","","5169","1487","","5385","2199","","2879","9668","","5370","7246","","457","7127","","3890","8297","","2574","8653","","3368","8026","","4983","1532","","5096","6412","","7052","4574","","4323","918","","9019","7973","","","","2024-08-27","","00","0","","1","false"
"01517","86385794","22037","Tracy Wilderman-Hermiston","Rodriguez","35348","1017 Eino Turnpike","372.343.6813 x6472","1","1949-03-14","9203","2023-12-01","9973","9847","","8372","9274","","5128","2250","","4130","18","","9810","3437","","5862","4372","","3024","4125","","8957","6891","","2481","6807","","9971","347","","2687","279","","3690","9785","","6983","1630","","4363","8348","","1889","5649","","980","6517","","683","7411","","6511","9091","","9326","7443","","138","1815","","","","2024-08-27","","00","0","","1","false"
"01517","43583788","78929","Merle McClure Jr.","Smith","64139","996 Walter Field","1-914-505-3407 x8571","8","1963-05-17","4493","2024-03-06","3675","1524","","7726","3429","","4302","3272","","5281","6016","","4940","9563","","5748","569","","5905","8208","","6783","6571","","2046","6153","","6841","6490","","5346","7092","","1155","1151","","819","3354","","7157","9817","","3768","6430","","3524","4315","","4426","4188","","5071","9617","","2695","3350","","9653","1115","","","","2024-08-27","","00","0","","1","false"
"01517","84775739","69066","Marianne Marvin","Schultz-Feest","97140","1351 Ansley Mountains","956-638-0391","5","1946-05-08","7166","2023-10-23","4057","6270","","1672","4172","","4776","4155","","7346","8742","","3475","9139","","792","8682","","1935","4375","","2391","1509","","5917","5565","","6692","2423","","3564","8417","","2592","5925","","1745","2082","","6625","4644","","6279","3658","","7867","852","","669","6666","","6067","6749","","5553","5914","","8099","1703","","","","2024-08-27","","00","0","","1","false"
"01517","34951067","99957","Grace Gislason","Wolff","35434-4084","5599 Malcolm Greens","945.451.4201 x874","1","1964-02-13","9981","2023-11-25","1309","549","","2746","5123","","7580","5225","","4607","3140","","680","2689","","5838","5625","","6198","9530","","4839","4928","","4672","4802","","6860","7999","","293","2337","","7263","6735","","1979","3420","","9386","656","","1832","5620","","9742","9079","","4793","7247","","1200","1209","","6460","7469","","8085","1313","","","","2024-08-27","","00","0","","1","false"
"01517","47191931","51648","Samantha Dare","Champlin","98117-6898","1650 Casimer Light","284-398-4490 x238","4","1979-05-23","6943","2023-10-17","4779","2635","","2041","1098","","2564","3877","","5497","5444","","9971","7749","","1292","6190","","6179","605","","6314","5750","","2445","8099","","4442","8681","","3232","411","","7573","7060","","7808","1967","","2519","4453","","4334","8180","","7425","9740","","9185","9798","","3746","7433","","8544","2873","","5591","4581","","","","2024-08-28","","00","0","","1","false"
"01517","32251581","55153","Sherry Mueller","Rolfson","32226-5554","880 Terrell River","1-913-565-2961 x09658","3","1974-11-12","8777","2023-11-23","4038","8085","","8872","7565","","8802","7053","","336","7532","","7983","9423","","4875","9072","","3067","3384","","5606","5764","","2234","9777","","8552","2207","","4223","4393","","2111","3161","","1596","1469","","6107","1691","","8843","8854","","5311","6280","","5021","8874","","6646","4112","","1807","9338","","2844","5859","","","","2024-08-27","","00","0","","1","false"
